country,continent,year,lifeExp,pop,gdpPercap,std_pop
Austria,Europe,1982,73.18,7574613,21597.083619999998,1552.7634082229852
Austria,Europe,1987,74.94,7578903,23687.82607,1553.2030618460644
Austria,Europe,1992,76.04,7914969,27042.01868,1587.2658509330538
Austria,Europe,1997,77.51,8069876,29095.920660000003,1602.7230924515015
Austria,Europe,2002,78.98,8148312,32417.607689999997,1610.49317456176
Austria,Europe,2007,79.829,8199783,36126.4927,1615.5717234037559
Bahrain,Asia,1952,50.93899999999999,120447,9867.084765000001,195.80467527916446
Bahrain,Asia,1957,53.832,138655,11635.79945,210.08392910647282
Bahrain,Asia,1962,56.923,171863,12753.27514,233.89247950544458
Bahrain,Asia,1967,59.923,202182,14804.6727,253.68588728664267
Bahrain,Asia,1972,63.3,230800,18268.65839,271.04597715372734
Bahrain,Asia,1977,65.593,297410,19340.10196,307.68253647212606
Bahrain,Asia,1982,69.05199999999999,377967,19211.14731,346.85823148835436
Bahrain,Asia,1987,70.75,454612,18524.02406,380.4043821747923
Bahrain,Asia,1992,72.601,529491,19035.579169999997,410.5389384033402
Bahrain,Asia,1997,73.925,598561,20292.01679,436.4949985785129
Bahrain,Asia,2002,74.795,656397,23403.559269999998,457.09698572773556
Bahrain,Asia,2007,75.635,708573,29796.048339999998,474.9166147682213
Bangladesh,Asia,1952,37.484,46886859,684.2441716,3863.2306107460686
Bangladesh,Asia,1957,39.348,51365468,661.6374577,4043.530174594613
Bangladesh,Asia,1962,41.216,56839289,686.3415537999999,4253.528842309358
Bangladesh,Asia,1967,43.453,62821884,721.1860862000001,4471.781160331005
Bangladesh,Asia,1972,45.251999999999995,70759295,630.2336265,4745.880649352159
Bangladesh,Asia,1977,46.923,80428306,659.8772322000001,5059.75542183761
Bangladesh,Asia,1982,50.00899999999999,93074406,676.9818656,5443.023385994582
Bangladesh,Asia,1987,52.818999999999996,103764241,751.9794035,5747.102203950912
Bangladesh,Asia,1992,56.018,113704579,837.8101642999999,6016.086069868502
Bangladesh,Asia,1997,59.412,123315288,972.7700352,6265.179589445251
Bangladesh,Asia,2002,62.013000000000005,135656790,1136.3904300000002,6571.217344218528
Bangladesh,Asia,2007,64.062,150448339,1391.253792,6920.2018513646235
Belgium,Europe,1952,68.0,8730405,8343.105126999999,1667.0255612582541
Belgium,Europe,1957,69.24,8989111,9714.960623,1691.5445306888794
Belgium,Europe,1962,70.25,9218400,10991.20676,1712.9821525038303
Belgium,Europe,1967,70.94,9556500,13149.04119,1744.1125042024657
Belgium,Europe,1972,71.44,9709100,16672.14356,1757.9825129810142
Belgium,Europe,1977,72.8,9821800,19117.97448,1768.1561130510947
Belgium,Europe,1982,73.93,9856303,20979.84589,1771.2590680425478
Belgium,Europe,1987,75.35,9870200,22525.56308,1772.507331045841
Belgium,Europe,1992,76.46,10045622,25575.57069,1788.1892504613106
Belgium,Europe,1997,77.53,10199787,27561.196630000002,1801.858218359288
Belgium,Europe,2002,78.32,10311970,30485.88375,1811.7400467590996
Belgium,Europe,2007,79.441,10392226,33692.60508,1818.7765875049718
Benin,Africa,1952,38.223,1738315,1062.7522,743.856740106303
Benin,Africa,1957,40.358000000000004,1925173,959.6010805,782.816452633762
Benin,Africa,1962,42.618,2151895,949.4990641,827.6288132547514
Benin,Africa,1967,44.885,2427334,1035.831411,879.0019392868512
Benin,Africa,1972,47.013999999999996,2761407,1085.796879,937.5410113041045
Benin,Africa,1977,49.19,3168267,1029.161251,1004.236380624532
Benin,Africa,1982,50.903999999999996,3641603,1277.897616,1076.6421115935186
Benin,Africa,1987,52.336999999999996,4243788,1225.85601,1162.2562863964802
Benin,Africa,1992,53.919,4981671,1191.207681,1259.2518131871363
Benin,Africa,1997,54.777,6066080,1232.975292,1389.5658438453966
Benin,Africa,2002,54.406000000000006,7026113,1372.877931,1495.4869539198435
Benin,Africa,2007,56.728,8078314,1441.284873,1603.5607908329896
Bolivia,Americas,1952,40.414,2883315,2677.3263469999997,958.0123535122167
Bolivia,Americas,1957,41.89,3211738,2127.686326,1011.1023475554566
Bolivia,Americas,1962,43.428000000000004,3593918,2180.972546,1069.5698338742902
Bolivia,Americas,1967,45.032,4040665,2586.886053,1134.1003554610265
Bolivia,Americas,1972,46.714,4565872,2980.331339,1205.5547256967461
Bolivia,Americas,1977,50.023,5079716,3548.097832,1271.583194999832
Bolivia,Americas,1982,53.858999999999995,5642224,3156.510452,1340.1401714982849
Bolivia,Americas,1987,57.251000000000005,6156369,2753.6914899999997,1399.8689637589002
Bolivia,Americas,1992,59.957,6893451,2961.699694,1481.3013208741622
Bolivia,Americas,1997,62.05,7693188,3326.143191,1564.8698976817543
Bolivia,Americas,2002,63.883,8445134,3413.26269,1639.5638573556264
Bolivia,Americas,2007,65.554,9119152,3822.1370840000004,1703.7359640544914
Bosnia and Herzegovina,Europe,1952,53.82,2791000,973.5331947999999,942.5512677509695
Bosnia and Herzegovina,Europe,1957,58.45,3076000,1353.989176,989.5055380852298
Bosnia and Herzegovina,Europe,1962,61.93,3349000,1709.683679,1032.4823527932645
Bosnia and Herzegovina,Europe,1967,64.79,3585000,2172.3524230000003,1068.2419866158086
Bosnia and Herzegovina,Europe,1972,67.45,3819000,2860.16975,1102.554060051432
Bosnia and Herzegovina,Europe,1977,69.86,4086000,3528.481305,1140.4447355952716
Bosnia and Herzegovina,Europe,1982,70.69,4172693,4126.613157,1152.4796891528717
Bosnia and Herzegovina,Europe,1987,71.14,4338977,4314.114757,1175.218820060369
Bosnia and Herzegovina,Europe,1992,72.178,4256013,2546.781445,1163.9291274071345
Bosnia and Herzegovina,Europe,1997,73.244,3607000,4766.355904,1071.5147033358587
Bosnia and Herzegovina,Europe,2002,74.09,4165416,6018.975239,1151.4743127261418
Bosnia and Herzegovina,Europe,2007,74.852,4552198,7446.298803,1203.74815774151
Botswana,Africa,1952,47.622,442308,851.2411407,375.22128023098594
Botswana,Africa,1957,49.618,474639,918.2325348999999,388.6930486494301
Botswana,Africa,1962,51.52,512764,983.6539764,404.00229019047066
Botswana,Africa,1967,53.298,553541,1214.709294,419.7589459535814
Botswana,Africa,1972,56.023999999999994,619351,2263.6111140000003,444.0107502277585
Botswana,Africa,1977,59.318999999999996,781472,3214.857818,498.7486976181685
Botswana,Africa,1982,61.483999999999995,970347,4551.14215,555.7616783557344
Botswana,Africa,1987,63.622,1151184,6205.88385,605.3373010286091
Botswana,Africa,1992,62.745,1342614,7954.111645,653.7333627166079
Botswana,Africa,1997,52.556000000000004,1536536,8647.142313,699.3529861788659
Botswana,Africa,2002,46.63399999999999,1630347,11003.60508,720.3857078052594
Botswana,Africa,2007,50.728,1639131,12569.851770000001,722.3237515479627
Brazil,Americas,1952,50.917,56602560,2108.944355,4244.661874791817
Brazil,Americas,1957,53.285,65551171,2487.365989,4567.886358068051
Brazil,Americas,1962,55.665,76039390,3336.585802,4919.765195249146
Brazil,Americas,1967,57.632,88049823,3429.864357,5294.0654640486755
Brazil,Americas,1972,59.504,100840058,4985.711467,5665.543873693579
Brazil,Americas,1977,61.489,114313951,6660.118654,6032.185402657102
Brazil,Americas,1982,63.336000000000006,128962939,7030.835878,6407.041316787113
Brazil,Americas,1987,65.205,142938076,7807.095818000001,6745.265206268025
Brazil,Americas,1992,67.057,155975974,6950.283020999999,7046.182976005229
Brazil,Americas,1997,69.388,168546719,7957.980823999999,7324.6219657768925
Brazil,Americas,2002,71.006,179914212,8131.212843000001,7567.5935636479835
Brazil,Americas,2007,72.39,190010647,9065.800825,7777.0346161167645
Bulgaria,Europe,1952,59.6,7274900,2444.2866480000002,1521.7334165347288
Bulgaria,Europe,1957,66.61,7651254,3008.670727,1560.5991765675367
Bulgaria,Europe,1962,69.51,8012946,4254.337839,1597.059776356809
Bulgaria,Europe,1967,70.42,8310226,5577.0028,1626.4154119478758
Bulgaria,Europe,1972,70.9,8576200,6597.494398,1652.2376481273589
Bulgaria,Europe,1977,70.81,8797022,7612.240438,1673.373560080445
Bulgaria,Europe,1982,71.08,8892098,8224.191647,1682.391958586082
Bulgaria,Europe,1987,71.34,8971958,8239.854824,1689.9298594396603
Bulgaria,Europe,1992,71.19,8658506,6302.6234380000005,1660.1469993291767
Bulgaria,Europe,1997,70.32,8066057,5970.38876,1602.343810055123
Bulgaria,Europe,2002,72.14,7661799,7696.777725,1561.6742194366536
Bulgaria,Europe,2007,73.005,7322858,10680.79282,1526.7410050562148
Burkina Faso,Africa,1952,31.975,4469979,543.2552413,1192.8279451513258
Burkina Faso,Africa,1957,34.906,4713416,617.1834647999999,1224.8783247722436
Burkina Faso,Africa,1962,37.814,4919632,722.5120206,1251.3862321386368
Burkina Faso,Africa,1967,40.696999999999996,5127935,794.8265597,1277.6041664803213
Burkina Faso,Africa,1972,43.591,5433886,854.7359763000001,1315.1652497673795
Burkina Faso,Africa,1977,46.137,5889574,743.3870368,1369.2003613828813
Burkina Faso,Africa,1982,48.122,6634596,807.1985855,1453.2231410335555
Burkina Faso,Africa,1987,49.556999999999995,7586551,912.0631417000001,1553.9865460606547
Burkina Faso,Africa,1992,50.26,8878303,931.7527731,1681.0864396083884
Burkina Faso,Africa,1997,50.324,10352843,946.2949617999999,1815.327044091134
Burkina Faso,Africa,2002,50.65,12251209,1037.645221,1974.7609836139238
Burkina Faso,Africa,2007,52.295,14326203,1217.032994,2135.4559340749415
Burundi,Africa,1952,39.031,2445618,339.29645869999996,882.3062887846996
Burundi,Africa,1957,40.533,2667518,379.56462810000005,921.4647855307402
Burundi,Africa,1962,42.045,2961915,355.2032273,970.9824027942332
Burundi,Africa,1967,43.548,3330989,412.97751360000007,1029.7022528233385
Burundi,Africa,1972,44.056999999999995,3529983,464.0995039,1060.0134371604522
Burundi,Africa,1977,45.91,3834415,556.1032651,1104.7769920809446
Burundi,Africa,1982,47.471000000000004,4580410,559.6032309999999,1207.4724782681785
Burundi,Africa,1987,48.211000000000006,5126023,621.8188188999999,1277.3659607588943
Burundi,Africa,1992,44.736000000000004,5809236,631.6998778,1359.829860671834
Burundi,Africa,1997,45.326,6121610,463.1151478,1395.911523830058
Burundi,Africa,2002,47.36,7021078,446.4035126,1494.951015608042
Burundi,Africa,2007,49.58,8390505,430.07069160000003,1634.2523341193448
Cambodia,Asia,1952,39.417,4693836,368.46928560000003,1222.3315437823649
Cambodia,Asia,1957,41.36600000000001,5322536,434.0383364,1301.6204624886352
Cambodia,Asia,1962,43.415,6083619,496.9136476,1391.5732361164276
Cambodia,Asia,1967,45.415,6960067,523.4323142,1488.4415119854584
Cambodia,Asia,1972,40.317,7450606,421.6240257,1540.000502551953
Cambodia,Asia,1977,31.22,6978607,524.9721831999999,1490.4226245905572
Cambodia,Asia,1982,50.957,7272485,624.4754784,1521.4808157263517
Cambodia,Asia,1987,53.913999999999994,8371791,683.8955732000001,1632.428816323849
Cambodia,Asia,1992,55.803000000000004,10150094,682.3031755,1797.4635645527774
Cambodia,Asia,1997,56.534,11782962,734.28517,1936.6551817832546
Cambodia,Asia,2002,56.751999999999995,12926707,896.2260152999999,2028.4719948525812
Cambodia,Asia,2007,59.723,14131858,1713.7786859999999,2120.921995629611
Cameroon,Africa,1952,38.523,5009067,1172.667655,1262.709605038697
Cameroon,Africa,1957,40.428000000000004,5359923,1313.048099,1306.1839380745278
Cameroon,Africa,1962,42.643,5793633,1399.607441,1358.0024524354342
Cameroon,Africa,1967,44.799,6335506,1508.453148,1420.0895020303203
Cameroon,Africa,1972,47.049,7021028,1684.1465280000002,1494.945692516356
Cameroon,Africa,1977,49.355,7959865,1783.432873,1591.761201370463
Cameroon,Africa,1982,52.961000000000006,9250831,2367.983282,1715.9927047384213
Cameroon,Africa,1987,54.985,10780667,2602.664206,1852.455906561705
Cameroon,Africa,1992,54.31399999999999,12467171,1793.1632780000002,1992.0903046909937
Cameroon,Africa,1997,52.199,14195809,1694.337469,2125.715490623529
Cameroon,Africa,2002,49.856,15929988,1934.0114489999999,2251.815415878742
Cameroon,Africa,2007,50.43,17696293,2042.0952399999999,2373.3741826153355
Canada,Americas,1952,68.75,14785584,11367.16112,2169.4233243424105
Canada,Americas,1957,69.96,17010154,12489.95006,2326.907858878119
Canada,Americas,1962,71.3,18985849,13462.48555,2458.329399062021
Canada,Americas,1967,72.13,20819767,16076.58803,2574.3227583469484
Canada,Americas,1972,72.88,22284500,18970.57086,2663.339381052044
Canada,Americas,1977,74.21,23796400,22090.88306,2752.204457445696
Canada,Americas,1982,75.76,25201900,22898.79214,2832.3159994279017
Canada,Americas,1987,76.86,26549700,26626.515030000002,2907.065872183461
Canada,Americas,1992,77.95,28523502,26342.88426,3013.1897841296236
Canada,Americas,1997,78.61,30305843,28954.92589,3105.9055742301357
Canada,Americas,2002,79.77,31902268,33328.96507,3186.6608379438167
Canada,Americas,2007,80.653,33390141,36319.235010000004,3260.1245346413875
Central African Republic,Africa,1952,35.463,1291695,1071.310713,641.2170369182119
Central African Republic,Africa,1957,37.464,1392284,1190.844328,665.7159766563461
Central African Republic,Africa,1962,39.475,1523478,1193.068753,696.3749771376833
Central African Republic,Africa,1967,41.478,1733638,1136.056615,742.8553792387146
Central African Republic,Africa,1972,43.457,1927260,1070.013275,783.2406470852827
Central African Republic,Africa,1977,46.775,2167533,1109.374338,830.6305933022275
Central African Republic,Africa,1982,48.295,2476971,956.7529906999999,887.9438929856718
Central African Republic,Africa,1987,50.485,2840009,844.8763504000001,950.790692818846
Central African Republic,Africa,1992,49.396,3265124,747.9055252,1019.4710632558255
Central African Republic,Africa,1997,46.066,3696513,740.5063317,1084.7288289277199
Central African Republic,Africa,2002,43.308,4048013,738.6906068,1135.1310749426716
Central African Republic,Africa,2007,44.74100000000001,4369038,706.016537,1179.2828280411177
Chad,Africa,1952,38.092,2682462,1178.665927,924.0423009323456
Chad,Africa,1957,39.881,2894855,1308.495577,959.9275835023063
Chad,Africa,1962,41.716,3150417,1389.817618,1001.4034535098625
Chad,Africa,1967,43.601000000000006,3495967,1196.810565,1054.8937661548143
Chad,Africa,1972,45.568999999999996,3899068,1104.103987,1114.0520146307624
Chad,Africa,1977,47.383,4388260,1133.98495,1181.874164682891
Chad,Africa,1982,49.516999999999996,4875118,797.9081006,1245.7119473267283
Chad,Africa,1987,51.051,5498955,952.3861289999999,1323.0161526526374
Chad,Africa,1992,51.724,6429417,1058.0643,1430.575755945182
Chad,Africa,1997,51.573,7562011,1004.9613529999999,1551.4711923624534
Chad,Africa,2002,50.525,8835739,1156.18186,1677.0519000435497
Chad,Africa,2007,50.651,10238807,1704.0637239999999,1805.3014958249494
Chile,Americas,1952,54.745,6377619,3939.9787890000002,1424.8014521376588
Chile,Americas,1957,56.074,7048426,4315.6227229999995,1497.8596989821415
Chile,Americas,1962,57.924,7961258,4519.094331,1591.900476744634
Chile,Americas,1967,60.523,8858908,5106.654313,1679.2492361745094
Chile,Americas,1972,63.441,9717524,5494.024437,1758.744995281651
Chile,Americas,1977,67.05199999999999,10599793,4756.763836,1836.8502670064704
Chile,Americas,1982,70.565,11487112,5095.665738000001,1912.187572729322
Chile,Americas,1987,72.492,12463354,5547.063754,1991.78532809344
Chile,Americas,1992,74.126,13572994,7596.125964,2078.5615639940215
Chile,Americas,1997,75.816,14599929,10118.053179999999,2155.7601300426318
Chile,Americas,2002,77.86,15497046,10778.78385,2221.0049411122363
Chile,Americas,2007,78.553,16284741,13171.63885,2276.750766825941
China,Asia,1952,44.0,556263527,400.44861099999997,13306.546507924735
China,Asia,1957,50.54896,637408000,575.9870009,14244.060795034458
China,Asia,1962,44.50136,665770000,487.6740183,14557.512594003905
China,Asia,1967,58.381119999999996,754550000,612.7056934,15497.765149207135
China,Asia,1972,63.118880000000004,862030000,676.9000921,16564.802177720478
China,Asia,1977,63.96736,943455000,741.2374699,17329.485095337608
China,Asia,1982,65.525,1000281000,962.4213804999999,17843.747679840362
China,Asia,1987,67.274,1084035000,1378.904018,18575.765326608904
China,Asia,1992,68.69,1164970000,1655.784158,19256.72526956571
China,Asia,1997,70.426,1230075000,2289.234136,19787.49689191451
China,Asia,2002,72.028,1280400000,3119.280896,20188.21384545264
China,Asia,2007,72.961,1318683096,4959.1148539999995,20487.797983195967
Colombia,Americas,1952,50.643,12350771,2144.115096,1982.7689001222666
Colombia,Americas,1957,55.118,14485993,2323.805581,2147.33201510367
Colombia,Americas,1962,57.863,17009885,2492.351109,2326.8894598474953
Colombia,Americas,1967,59.963,19764027,2678.729839,2508.203577244751
Colombia,Americas,1972,61.623000000000005,22542890,3264.660041,2678.7356626128144
Colombia,Americas,1977,63.836999999999996,25094412,3815.80787,2826.2695249337335
Colombia,Americas,1982,66.653,27764644,4397.575659,2972.8371417845055
Colombia,Americas,1987,67.768,30964245,4903.2191,3139.4625816717435
Colombia,Americas,1992,68.421,34202721,5444.648617,3299.5551561818065
Colombia,Americas,1997,70.313,37657830,6117.3617460000005,3462.2044395483836
Colombia,Americas,2002,71.682,41008227,5755.259962,3612.938425848004
Colombia,Americas,2007,72.889,44227550,7006.580419,3752.0749468378044
Comoros,Africa,1952,40.715,153936,1102.990936,221.35796945126688
Comoros,Africa,1957,42.46,170928,1211.1485480000001,233.25537984283014
Comoros,Africa,1962,44.467,191689,1406.648278,247.01518935621075
Comoros,Africa,1967,46.472,217378,1876.029643,263.04670011018965
Comoros,Africa,1972,48.943999999999996,250027,1937.577675,282.11002448136196
Comoros,Africa,1977,50.93899999999999,304739,1172.603047,311.4505360498874
Comoros,Africa,1982,52.933,348643,1267.100083,333.1313759596585
Comoros,Africa,1987,54.926,395114,1315.980812,354.6388196033004
Comoros,Africa,1992,57.93899999999999,454429,1246.90737,380.3278102750492
Comoros,Africa,1997,60.66,527982,1173.618235,409.9535221547562
Comoros,Africa,2002,62.974,614382,1075.811558,442.22603326055975
Comoros,Africa,2007,65.152,710960,986.1478792000001,475.71587810501745
"Congo, Dem. Rep.",Africa,1952,39.143,14100005,780.5423257,2118.5303837190722
"Congo, Dem. Rep.",Africa,1957,40.652,15577932,905.8602302999999,2226.7936055905207
"Congo, Dem. Rep.",Africa,1962,42.122,17486434,896.3146335000001,2359.259378767067
"Congo, Dem. Rep.",Africa,1967,44.056000000000004,19941073,861.5932424,2519.4127643188326
"Congo, Dem. Rep.",Africa,1972,45.989,23007669,904.8960685000001,2706.2092492533407
"Congo, Dem. Rep.",Africa,1977,47.803999999999995,26480870,795.757282,2903.295147887613
"Congo, Dem. Rep.",Africa,1982,47.784,30646495,673.7478181,3123.312718153933
"Congo, Dem. Rep.",Africa,1987,47.412,35481645,672.774812,3360.678262131569
"Congo, Dem. Rep.",Africa,1992,45.548,41672143,457.7191807,3642.067420485877
"Congo, Dem. Rep.",Africa,1997,42.586999999999996,47798986,312.188423,3900.6268462082608
"Congo, Dem. Rep.",Africa,2002,44.966,55379852,241.16587650000002,4198.565753563373
"Congo, Dem. Rep.",Africa,2007,46.461999999999996,64606759,277.55185869999997,4534.861641108094
"Congo, Rep.",Africa,1952,42.111000000000004,854885,2125.621418,521.6496401323689
"Congo, Rep.",Africa,1957,45.053000000000004,940458,2315.056572,547.1353387788395
"Congo, Rep.",Africa,1962,48.435,1047924,2464.783157,577.5504905800555
"Congo, Rep.",Africa,1967,52.04,1179760,2677.9396420000003,612.8044315474464
"Congo, Rep.",Africa,1972,54.907,1340458,3213.152683,653.2082618997954
"Congo, Rep.",Africa,1977,55.625,1536769,3259.178978,699.4060090396549
"Congo, Rep.",Africa,1982,56.695,1774735,4879.507522,751.6087385444569
"Congo, Rep.",Africa,1987,57.47,2064095,4201.194936999999,810.568840088571
"Congo, Rep.",Africa,1992,56.433,2409073,4016.239529,875.6893013155084
"Congo, Rep.",Africa,1997,52.961999999999996,2800947,3484.1643759999997,944.22937932307
"Congo, Rep.",Africa,2002,52.97,3328795,3484.06197,1029.3630834546047
"Congo, Rep.",Africa,2007,55.321999999999996,3800610,3632.557798,1099.8962389830128
Costa Rica,Americas,1952,57.206,926317,2627.0094710000003,543.0063156539806
Costa Rica,Americas,1957,60.026,1112300,2990.010802,595.0261224536536
Costa Rica,Americas,1962,62.842,1345187,3460.937025,654.3594737343648
Costa Rica,Americas,1967,65.42399999999999,1588717,4161.727834,711.1289105698442
Costa Rica,Americas,1972,67.84899999999999,1834796,5118.146939,764.2209797764482
Costa Rica,Americas,1977,70.75,2108457,5926.876967,819.2329996364995
Costa Rica,Americas,1982,73.45,2424367,5262.734751,878.4645603766484
Costa Rica,Americas,1987,74.752,2799811,5629.915318,944.0378809910782
Costa Rica,Americas,1992,75.71300000000001,3173216,6160.416317,1005.0204096418059
Costa Rica,Americas,1997,77.26,3518107,6677.045314,1058.2288215468323
Costa Rica,Americas,2002,78.123,3834934,7723.447195000001,1104.8517570526597
Costa Rica,Americas,2007,78.782,4133884,9645.06142,1147.107730571542
Cote d'Ivoire,Africa,1952,40.477,2977019,1388.594732,973.4549702256301
Cote d'Ivoire,Africa,1957,42.468999999999994,3300000,1500.895925,1024.9012754438884
Cote d'Ivoire,Africa,1962,44.93,3832408,1728.8694280000002,1104.487824419015
Cote d'Ivoire,Africa,1967,47.35,4744870,2052.0504730000002,1228.9585142131052
Cote d'Ivoire,Africa,1972,49.801,6071696,2378.201111,1390.20892771647
Cote d'Ivoire,Africa,1977,52.373999999999995,7459574,2517.736547,1540.9270426985063
Cote d'Ivoire,Africa,1982,53.983000000000004,9025951,2602.710169,1695.007208099857
Cote d'Ivoire,Africa,1987,54.655,10761098,2156.9560690000003,1850.7738596577967
Cote d'Ivoire,Africa,1992,52.044,12772596,1648.073791,2016.3441122565216
Cote d'Ivoire,Africa,1997,47.99100000000001,14625967,1786.265407,2157.6816009545705
Cote d'Ivoire,Africa,2002,46.832,16252726,1648.800823,2274.5116757748983
Cote d'Ivoire,Africa,2007,48.328,18013409,1544.750112,2394.545085934293
Croatia,Europe,1952,61.21,3882229,3119.23652,1111.6437698873733
Croatia,Europe,1957,64.77,3991242,4338.231617,1127.1431970925278
Croatia,Europe,1962,67.13,4076557,5477.890018,1139.126153984595
Croatia,Europe,1967,68.5,4174366,6960.297861,1152.7107036674404
Croatia,Europe,1972,69.61,4225310,9164.090127,1159.7232192170823
